0.000000000000000000e+00,3.172266728181468807e+03,1.260285311803153127e+04,2.853979558631296459e+04,5.598600261437909467e+03,8.874108881199532561e+02,7.283340761245675822e+03,2.027307155709342987e+04,2.640472541330257627e+03,1.130703232602845310e+04,3.316910157631679340e+03,1.319593750096117583e+04,7.276320799692424544e+02,6.742927720107649293e+03,1.889052347558633483e+04,7.276928442906573764e+03
3.172266728181468807e+03,0.000000000000000000e+00,3.304500299884660762e+03,1.312744464436754606e+04,4.128549327181850686e+02,7.754064282968088264e+02,9.276471049596311786e+02,7.702144375240293812e+03,5.812298346789695813e+01,2.659388712033833599e+03,3.915554017685501265e+01,3.606748327566319858e+03,9.454074586697422546e+02,7.370079046520570500e+02,6.857695916955017310e+03,9.219405459438672779e+02
1.260285311803153127e+04,3.304500299884660762e+03,0.000000000000000000e+00,3.419130857362552888e+03,1.519473310265282407e+03,7.065683613994619918e+03,8.027611995386391754e+02,1.005922460592080029e+03,3.894178623606304427e+03,7.195120338331409471e+01,3.156980868896576794e+03,4.492973471741635905e+01,7.538276755094197142e+03,1.002301622452902734e+03,7.172603921568627356e+02,8.218311111111113405e+02
2.853979558631296459e+04,1.312744464436754606e+04,3.419130857362552888e+03,0.000000000000000000e+00,9.244387297193388804e+03,1.987417674740486473e+04,7.312327981545560760e+03,7.971083429450211497e+02,1.428472047673970883e+04,4.157785974625142444e+03,1.282751149557862118e+04,3.132232341407150670e+03,2.066705116493655805e+04,7.875536163014226076e+03,1.101951510957323535e+03,7.341014102268356510e+03
5.598600261437909467e+03,4.128549327181850686e+02,1.519473310265282407e+03,9.244387297193388804e+03,0.000000000000000000e+00,2.167507958477507600e+03,1.704178239138792605e+02,4.805518400615148494e+03,6.150654517493270532e+02,1.088560599769319651e+03,3.847949096501346276e+02,1.736636462898884474e+03,2.423951495578623963e+03,8.978302191464820226e+01,4.135455640138410672e+03,1.806856132256823457e+02
8.874108881199532561e+02,7.754064282968088264e+02,7.065683613994619918e+03,1.987417674740486473e+04,2.167507958477507600e+03,0.000000000000000000e+00,3.250097131872358204e+03,1.305679583237216502e+04,5.434101960784314542e+02,6.108651780084580423e+03,8.545325951557091457e+02,7.504041414840446123e+03,4.315612456747403058e+01,2.888022391387928565e+03,1.195064313725489956e+04,3.238375347943101133e+03
7.283340761245675822e+03,9.276471049596311786e+02,8.027611995386391754e+02,7.312327981545560760e+03,1.704178239138792605e+02,3.250097131872358204e+03,0.000000000000000000e+00,3.443146958861977510e+03,1.251666251441752593e+03,5.194874894271432595e+02,8.452928565936177847e+02,9.593991080353707730e+02,3.575651164936563418e+03,4.782649750096113905e+01,2.889557616301422513e+03,3.675723183391006899e+01
2.027307155709342987e+04,7.702144375240293812e+03,1.005922460592080029e+03,7.971083429450211497e+02,4.805518400615148494e+03,1.305679583237216502e+04,3.443146958861977510e+03,0.000000000000000000e+00,8.604250226835825742e+03,1.420945959246442726e+03,7.478663021914640922e+03,8.450783852364476161e+02,1.370882488273740637e+04,3.832031510957325281e+03,5.913357939254133555e+01,3.451703437139561629e+03
2.640472541330257627e+03,5.812298346789695813e+01,3.894178623606304427e+03,1.428472047673970883e+04,6.150654517493270532e+02,5.434101960784314542e+02,1.251666251441752593e+03,8.604250226835825742e+03,0.000000000000000000e+00,3.186462006920414296e+03,9.277259515570932535e+01,4.230081614763555081e+03,6.654845828527485310e+02,1.031492718185313606e+03,7.701121507112648032e+03,1.254198923490965171e+03
1.130703232602845310e+04,2.659388712033833599e+03,7.195120338331409471e+01,4.157785974625142444e+03,1.088560599769319651e+03,6.108651780084580423e+03,5.194874894271432595e+02,1.420945959246442726e+03,3.186462006920414296e+03,0.000000000000000000e+00,2.537164967320260530e+03,1.323175855440214832e+02,6.541612195309497110e+03,6.633285044213766923e+02,1.070867420222991768e+03,5.430661591695502466e+02
3.316910157631679340e+03,3.915554017685501265e+01,3.156980868896576794e+03,1.282751149557862118e+04,3.847949096501346276e+02,8.545325951557091457e+02,8.452928565936177847e+02,7.478663021914640922e+03,9.277259515570932535e+01,2.537164967320260530e+03,0.000000000000000000e+00,3.452578100730488131e+03,1.024040153787005011e+03,6.843928950403688987e+02,6.656813717800846462e+03,8.449197846981924158e+02
1.319593750096117583e+04,3.606748327566319858e+03,4.492973471741635905e+01,3.132232341407150670e+03,1.736636462898884474e+03,7.504041414840446123e+03,9.593991080353707730e+02,8.450783852364476161e+02,4.230081614763555081e+03,1.323175855440214832e+02,3.452578100730488131e+03,0.000000000000000000e+00,8.001804782775855529e+03,1.172692487504805968e+03,5.952875201845442916e+02,9.555337793156476209e+02
7.276320799692424544e+02,9.454074586697422546e+02,7.538276755094197142e+03,2.066705116493655805e+04,2.423951495578623963e+03,4.315612456747403058e+01,3.575651164936563418e+03,1.370882488273740637e+04,6.654845828527485310e+02,6.541612195309497110e+03,1.024040153787005011e+03,8.001804782775855529e+03,0.000000000000000000e+00,3.198364828911957829e+03,1.257239207996924051e+04,3.570888150711264643e+03
6.742927720107649293e+03,7.370079046520570500e+02,1.002301622452902734e+03,7.875536163014226076e+03,8.978302191464820226e+01,2.888022391387928565e+03,4.782649750096113905e+01,3.832031510957325281e+03,1.031492718185313606e+03,6.633285044213766923e+02,6.843928950403688987e+02,1.172692487504805968e+03,3.198364828911957829e+03,0.000000000000000000e+00,3.241659546328336091e+03,6.170336024605921210e+01
1.889052347558633483e+04,6.857695916955017310e+03,7.172603921568627356e+02,1.101951510957323535e+03,4.135455640138410672e+03,1.195064313725489956e+04,2.889557616301422513e+03,5.913357939254133555e+01,7.701121507112648032e+03,1.070867420222991768e+03,6.656813717800846462e+03,5.952875201845442916e+02,1.257239207996924051e+04,3.241659546328336091e+03,0.000000000000000000e+00,2.905509281045752232e+03
7.276928442906573764e+03,9.219405459438672779e+02,8.218311111111113405e+02,7.341014102268356510e+03,1.806856132256823457e+02,3.238375347943101133e+03,3.675723183391006899e+01,3.451703437139561629e+03,1.254198923490965171e+03,5.430661591695502466e+02,8.449197846981924158e+02,9.555337793156476209e+02,3.570888150711264643e+03,6.170336024605921210e+01,2.905509281045752232e+03,0.000000000000000000e+00
