0.000000000000000000e+00,3.311243475586313707e+03,1.368785576316801053e+04,3.216820855055748325e+04,7.343642998846596129e+03,7.326196847366397833e+02,7.279206351403306144e+03,2.154608130718955363e+04,3.369508143021913384e+03,1.370984770472894706e+04,2.835185344098423229e+03,1.292450685121106835e+04,8.741161245674737756e+02,7.684564767397153446e+03,2.191618626682045215e+04,6.418152095347943032e+03
3.311243475586313707e+03,0.000000000000000000e+00,3.606300376778162445e+03,1.506167538638985025e+04,8.227979853902342029e+02,9.621639061899262515e+02,8.030794002306804487e+02,8.094745190311417900e+03,1.199188004613609948e+01,3.616990757400999883e+03,3.077859284890427460e+01,3.218964013840829466e+03,8.144526259131104098e+02,9.401262129950013104e+02,8.323974179161859865e+03,5.357325490196077453e+02
1.368785576316801053e+04,3.606300376778162445e+03,0.000000000000000000e+00,4.016790157631681723e+03,1.017807535563244755e+03,8.197081891580161027e+03,1.042573717800845770e+03,9.322328950403692716e+02,3.543591787773932992e+03,1.303424836601307923e+01,4.141427727797001353e+03,2.482874279123413075e+01,7.748681860822763156e+03,8.974951633986928528e+02,1.008342006920415088e+03,1.406206951172625622e+03
3.216820855055748325e+04,1.506167538638985025e+04,4.016790157631681723e+03,0.000000000000000000e+00,8.957124044598229375e+03,2.342906765090350018e+04,9.036041153402542477e+03,1.118638646674356096e+03,1.492993411764705525e+04,4.003047689350249584e+03,1.613587457131872179e+04,4.450953033448673523e+03,2.266598831218761916e+04,8.593059115724716321e+03,1.035473602460592019e+03,1.005590722029988501e+04
7.343642998846596129e+03,8.227979853902342029e+02,1.017807535563244755e+03,8.957124044598229375e+03,0.000000000000000000e+00,3.501532871972317025e+03,1.561198000768936112e+01,3.822891764705882451e+03,7.933604152249138224e+02,1.023570918877354870e+03,1.088082998846597320e+03,8.192656978085349238e+02,3.211638523644753150e+03,1.823560169165705958e+01,3.980153448673586809e+03,4.722845059592461325e+01
7.326196847366397833e+02,9.621639061899262515e+02,8.197081891580161027e+03,2.342906765090350018e+04,3.501532871972317025e+03,0.000000000000000000e+00,3.457837785467128015e+03,1.449757201076509045e+04,9.927836370626681628e+02,8.214295394079203106e+03,7.143148019992311220e+02,7.607719477124186596e+03,1.860745866974239959e+01,3.740071372549019543e+03,1.480238017685505656e+04,2.871357954632832843e+03
7.279206351403306144e+03,8.030794002306804487e+02,1.042573717800845770e+03,9.036041153402542477e+03,1.561198000768936112e+01,3.457837785467128015e+03,0.000000000000000000e+00,3.872680938100731055e+03,7.741031295655513986e+02,1.047638323721645293e+03,1.063897424067665725e+03,8.401394694348327903e+02,3.170092487504805376e+03,1.891335640138409602e+01,4.031012118415995246e+03,3.964648981161091257e+01
2.154608130718955363e+04,8.094745190311417900e+03,9.322328950403692716e+02,1.118638646674356096e+03,3.822891764705882451e+03,1.449757201076509045e+04,3.872680938100731055e+03,0.000000000000000000e+00,8.001138392925798144e+03,9.253181084198383815e+02,8.887805059592461475e+03,1.144942545174932775e+03,1.389900705882353031e+04,3.584564598231449963e+03,1.425767012687428448e+01,4.548987666282197097e+03
3.369508143021913384e+03,1.199188004613609948e+01,3.543591787773932992e+03,1.492993411764705525e+04,7.933604152249138224e+02,9.927836370626681628e+02,7.741031295655513986e+02,8.001138392925798144e+03,0.000000000000000000e+00,3.554164213763936914e+03,3.892149173394849981e+01,3.160692733564013452e+03,8.417281660899651570e+02,9.082674202229910634e+02,8.226669665513263681e+03,5.140225605536331841e+02
1.370984770472894706e+04,3.616990757400999883e+03,1.303424836601307923e+01,4.003047689350249584e+03,1.023570918877354870e+03,8.214295394079203106e+03,1.047638323721645293e+03,9.253181084198383815e+02,3.554164213763936914e+03,0.000000000000000000e+00,4.153610088427526534e+03,2.767700115340251443e+01,7.765575363321796431e+03,9.015122645136486881e+02,1.002701530180699820e+03,1.412989634755862880e+03
